Calories,Protein,Carbs,Fat,Sugar,Fiber,Sodium,label
0.760376128354194,1.6645003304471224,-1.5062332659602906,-0.41503840914440976,-0.19207293423989635,1.2559359263788847,0.688972240963757,2
1.7059151993419155,1.7418898182350944,-1.5062332659602906,3.2039537630053703,1.7078862123897245,-0.7047170075422478,2.7078502262037762,1
-1.7407031375503486,-0.2756483860904294,-0.33206270231221535,-1.0955090433706431,-0.3417038797003418,-0.32238390993959143,0.8447333897861979,2
0.50546922425762,-1.1317585654313385,-0.17291898467915742,2.13513927902412,-1.1081261588532507,-0.9090754658406631,-0.40708756557939507,1
-1.7407031375503486,-0.1115578798475782,1.5830785432634356,-0.8976674731765368,0.9950187805992392,1.311755780021376,2.7432468906330034,0
-1.3267302321622714,-1.1317585654313385,-1.5062332659602906,-1.0955090433706431,0.2681766888708339,0.379485126569203,0.40791103481748714,2
0.5043562679442148,0.9997460252402015,0.6883849088464922,-1.0955090433706431,1.1426898336887745,0.8724296719368692,-0.7337094185632783,2
0.578313144555532,-0.49430970419903325,0.1990751430955804,0.8458578067254084,-0.7784585316885221,-1.0304516878708647,-1.0578324590288541,2
1.0794878478792822,-1.1317585654313385,-0.12718128600000148,0.8341864685563716,-1.01953768368413,-1.0304516878708647,1.5706306473481244,2
-0.6568831070947244,-0.23928400955177087,-1.0154351480006008,-0.1541260685496253,0.2061662130255828,0.15625351220718395,-0.7235800602182283,2
-1.4423696079639616,-1.1317585654313385,0.2765483201826107,-0.8693389219768151,-0.5088587028279355,0.3892022325787151,-0.6498493877859269,2
-0.03846928482272456,0.765174195044621,2.0453723840010696,-1.0955090433706431,-1.1081261588532507,-1.0304516878708647,2.5925238538982067,2
-0.13989683705307196,0.3578821716298445,-0.33838852509596934,0.7506178080774742,2.011517183430255,0.9702288224745468,-0.3252762197146034,2
-1.218790217732474,-0.32054975607580627,1.5573450490648577,0.453300640859547,-0.7879309364877353,2.325731774297333,1.2228583528957366,2
1.2909577487981398,-1.1317585654313385,-1.5062332659602906,0.2322215133484929,0.1693321002096742,-0.8523516857008924,0.5644155540262166,2
-1.7407031375503486,0.5360249849336254,-0.9737611617364533,0.29591557964782095,0.3263018386441965,-0.09205246705085589,0.43392071767145496,2
-0.24278281775630273,-1.1317585654313385,0.9182874956507651,1.2007479915458192,-1.09842991324573,-1.0304516878708647,-1.0661984133300297,2
-0.6607038298629866,-0.034159991030361936,-1.5062332659602906,0.20249044628471632,0.6743367712709072,-0.10793958576401637,-0.8804822410545802,2
-0.7286922707582177,-0.22608473149649477,0.4076298351758497,-0.5157686366184151,1.8318084098023892,-0.33590278712939986,-1.0661984133300297,2
0.9944566302009336,-0.5686695776293578,-1.5062332659602906,-1.0955090433706431,-0.8798133453114639,-0.8987232878075442,-0.4047971649502679,2
-0.956008052595502,0.7123904042145768,1.031923808297099,-1.0955090433706431,-0.04978849042218497,-0.7538119440372082,-0.7026888517282616,2
0.26532568617231017,0.0891944274518796,-1.5062332659602906,-0.22461345867653879,-1.1081261588532507,1.8785007367582967,0.8395633014064864,2
-0.30018644637114417,-1.1317585654313385,0.8070605537388672,2.1577133687704437,-1.1081261588532507,-1.0304516878708647,0.3189403496073166,1
-0.26932257847963226,0.7052015530076404,-0.5885701721421563,1.609378297274264,-0.7294363145326086,-0.6466721685323013,2.9789215924430636,1
0.7320933133508071,0.26590685060112285,-1.0369675779635181,-0.9825174980144904,0.13263509130063553,1.0614608639384568,-0.28624992575679,2
-0.6934976765919353,-0.06261721109541071,0.8367075333011431,-1.0955090433706431,0.6563731841317679,2.2175782570093787,-1.0661984133300297,0
-0.9617539592137001,1.3632576216552896,1.3052814511432151,0.30837414116531686,-1.1081261588532507,-0.5703950642974304,-1.0661984133300297,2
0.60105732753959,0.10489558762310294,-0.17628179297239654,0.8976185734255214,-1.1081261588532507,-0.8602832777686199,-1.0661984133300297,2
0.20188141021747819,-0.3973892356042438,-1.5062332659602906,0.5364673130950883,1.2104084557980919,0.1135166038749334,-0.6631295355490143,2
0.02831439228788146,-1.1317585654313385,-0.7687858487324645,-1.0955090433706431,1.8953272752202615,-1.0304516878708647,0.7395992974963442,2
-0.6799678504734833,0.468500690809171,-0.4410139726852851,-0.8638974811406757,-0.7070551912130176,0.11390692990594477,-0.4980207950590849,2
2.078194453702595,-0.2177729339357082,0.09642942891445302,-1.0955090433706431,-0.435764751113749,0.4965001643345054,0.3724436432456293,2
